question,answer,source
What are the two unique features of mollusks?,mantle and radula,SciQ
Name the two types of water turtles live in.,ocean water and fresh water,SciQ
What structures are located on roof of the nasopharynx and on each side of the pharynx?,tonsils,SciQ
What colorful arc-shaped atmospheric phenomena are produced by a combination of refraction and reflection?,rainbows,SciQ
Rabies transmission occurs when saliva from an infected mammal enters a wound. the virus travels through neurons in the peripheral nervous system to the central nervous system where it impairs this?,brain function,SciQ
Newton realized that the nature of gravity on earth that pulls an apple to the ground could explain the motion of these?,moon and planets,SciQ
Where do most of the steps of cellular respiration take place?,mitochondria,SciQ
Which metal is not solid at room temperature?,mercury,SciQ
Induced mutations are caused by environmental factors. what term is used to describe a mutation that has no environmental cause?,spontaneous mutation,SciQ
What part of the cell does cellular respiration occur?,mitochondria,SciQ
How is the chance of survival affected when animals lack parental care?,decreased,SciQ
Elements with magic numbers of what tend to have more stable isotopes?,protons,SciQ
What is the term for the steep sloped side of a sand dune?,slip face,SciQ
Pulleys are generally used to do what with objects?,lift,SciQ
What term describes how close estimates are to one another?,precision,SciQ
"What are membrane-bound organelles that can have secretory, excretory, and storage functions?",vacuoles,SciQ
"The structural classification of joints divides them into bony, fibrous, cartilaginous, and synovial joints. the bones of fibrous joints are held together by fibrous connective tissue; the three types of fibrous joints are sutures, syndesomes, and what?",gomphoses,SciQ
"A catalyst can increase the rate of what, in general?",chemical reaction,SciQ
Which crust lies deep inside the ocean?,oldest,SciQ
What is the most significant cause of respiratory disease as well as cardiovascular disease and cancer?,smoking,SciQ
What type of light can you feel as heat but not see and has the longest wavelengths and lowest frequencies?,infrared light,SciQ
"Ionic, molecular, covalent, and metallic are major types of what state of matter?",solids,SciQ
What forces keep the moon orbiting the earth?,gravitational,SciQ
"Snow and ice may also undergo which process where there is intense sunlight, very cold temperatures, and dry winds?",sublimation,SciQ
Electromagnets can be controlled by controlling what type of current?,electric,SciQ
The rate of evolution is influenced by the rate of changes to what?,the environment,SciQ
What do you call a device that produces a very focused beam of visible light of just one wavelength and color?,laser,SciQ
Bubbles in bread dough are created by what gas produced during alcoholic fermentation?,carbon dioxide,SciQ
What is the capacity to cause change?,energy,SciQ
Ocean currents transfer heat from the equator towards what locations?,poles,SciQ
"In sexual reproduction, two of what unite to produce an offspring?",gametes,SciQ
What are the ends of long bones called?,epiphysis,SciQ
Convection is the transfer of thermal energy by particles moving through what?,fluid,SciQ
What happens when waves reach the shore?,topple and break,SciQ
What is an involuntary muscle contraction that moves rapidly along an organ like a wave called?,peristalsis,SciQ
What is the purpose of water molds in fresh water environments?,decomposition,SciQ
What corrosive substances capable of dissolving many metals can cause contamination if spilled?,acids,SciQ
What is always conserved in chemical reactions?,mass,SciQ
A polyatomic ion is an ion composed of more than one what?,atom,SciQ
Mutualism is an interaction between individuals of two different species that has what effect on both of them?,beneficial,SciQ
"What are the structural and functional units of the nervous system, which transmit nerve impulses to other cells?",neurons,SciQ
"If hot water becomes trapped, pressure may build up. when the water breaks free, it creates what?",geyser,SciQ
What electrical force is responsible for fission?,repulsion,SciQ
"Which law states that a pair of alleles is separated, or segregated, during the formation of gametes?",law of segregation,SciQ
"Sounds or pictures can be encoded in pulses of what, which are then sent through an optical fiber?",laser light,SciQ
What substance are physical objects are made of?,matter,SciQ
Why do mangrove trees rise high above the water? which characteristic help them to do so?,stilt like roots,SciQ
What fertilizes an egg during sexual reproduction?,sperm,SciQ
How does the fungus benefit from the photosynthesizer?,supply of food,SciQ
What is the name for unsaturated hydrocarbons that contain at least one double bond?,alkenes,SciQ
What is the term for  a loop in which a product feeds back to control its own production?,feedback mechanism,SciQ
During what period on earth was coal formed?,the carboniferous period,SciQ
What is the term for the visible part of the electromagnetic spectrum?,light,SciQ
Which vertebrates were the first with four limbs?,amphibians (or tetrapods),SciQ
How do plants support themselves above the ground to get light and oxygen?,stiff stems,SciQ
"What process starts with glucose and ends with two pyruvate molecules, a total of four atp molecules and two molecules of nadh?",glycolysis,SciQ
What paired organs help regulate blood pressure through sodium ion and water retention and loss?,kidneys,SciQ
What is the age-related disorder that causes the gradual loss of bone density and strength?,osteoporosis,SciQ
What are microfilaments made out of?,two actin chains,SciQ
"Which bones are the large, curved bones that form the lateral and anterior aspects of the pelvis?",hip,SciQ
What bifurcates into the right and left bronchi in the lungs?,trachea,SciQ
What is the spreading of white light into its full spectrum of wavelengths called?,dispersion,SciQ
What type of fertilization usually occurs in aquatic environments where both eggs and sperm are released into the water?,external,SciQ
What is the energy of motion called?,kinetic energy,SciQ
Overharvesting is especially challenging for species with what type of habitat?,restricted,SciQ
What is a representation of the valence electrons of an atom that uses dots around the symbol of the element?,lewis structure,SciQ
"Massive quanta, like electrons, also act like macroscopic particles—something we expect, because they are the smallest what?",units of matter,SciQ
The simplest example of what type of 'organ system' is the gastrovascular cavity found in organisms with only one opening for the process?,digestive,SciQ
Photographs of the heat emitted by an object are called what?,thermal images,SciQ
Graphite is a form of elemental carbon what is another form?,diamond,SciQ
"If everything else stays the same in a system with a gas in it, and the gas gets warmer, what will happen to its pressure, generally?",it increases,SciQ
